gene_symbol,Previous_Symbol,Updated_Symbol,Labonte_genes,Ding_genes,Ramaker_genes
USP8,PITA4,USP8,USP8,USP8,USP8
USP8,SPG59,USP8,USP8,USP8,USP8
USP8,UBPY,USP8,USP8,USP8,USP8
USP50,-,USP50,USP50,NA,USP50
TRPM7,ALSPDC,TRPM7,TRPM7,NA,TRPM7
TRPM7,CHAK,TRPM7,TRPM7,NA,TRPM7
TRPM7,CHAK1,TRPM7,TRPM7,NA,TRPM7
TRPM7,LTRPC7,TRPM7,TRPM7,NA,TRPM7
TRPM7,LTRPC-7,TRPM7,TRPM7,NA,TRPM7
TRPM7,TRP-PLIK,TRPM7,TRPM7,NA,TRPM7
SPPL2A,IMP3,SPPL2A,SPPL2A,SPPL2A,SPPL2A
SPPL2A,PSL2,SPPL2A,SPPL2A,SPPL2A,SPPL2A
AP4E1,CPSQ4,AP4E1,AP4E1,NA,AP4E1
AP4E1,SPG51,AP4E1,AP4E1,NA,AP4E1
